Altium Designer Pick and Place Locations
C:\Users\user\Documents\GitHub\QUANTUM\Incubation\Hardware\Time4CM4\Project Outputs for Time4CM4_PCIeCarrier\Pick Place for Time4CM4_PCIeCarrier_PCB.csv

========================================================================================================================
File Design Information:

Date:       23.09.24
Time:       19:13
Revision:   e7b9c2e23a3056579164fc7f7308e146c97af61c
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C6","22uF","TopLayer","FP-GRM21B-0_15-MFG","43.3746","10.8769","0","Chip Multilayer Ceramic Capacitors for General Purpose, 0805, 22uF, X5R, 15%, 20%, 6.3V"
"C5","22uF","TopLayer","FP-GRM21B-0_15-MFG","43.3746","14.8769","0","Chip Multilayer Ceramic Capacitors for General Purpose, 0805, 22uF, X5R, 15%, 20%, 6.3V"
"C4","22uF","TopLayer","FP-GRM21B-0_15-MFG","43.3746","12.8769","0","Chip Multilayer Ceramic Capacitors for General Purpose, 0805, 22uF, X5R, 15%, 20%, 6.3V"
"C3","Capacitor 100nF +/-20% 25V 0402","TopLayer","CAPC0402(1005)60_L","47.6500","16.7000","180","Chip Capacitor, 100nF +/-20%, 25V, 0402, Thickness 0.6 mm"
"C2","Capacitor 10nF +/-20% 50V 0402","TopLayer","CAPC0402(1005)60_L","47.7000","24.4500","180","Chip Capacitor, 10nF +/-20%, 50V, 0402, Thickness 0.6 mm"
"C15","2.7nF","TopLayer","FP-CL10-IPC_C","39.1500","20.2000","0","Cap Ceramic 2.7nF 50V X7R ±10% Pad SMD 0603 +125°C T/R"
"C1","10uf","TopLayer","FP-GRM188-0_2-IPC_C","51.4000","19.0506","270","Chip Multilayer Ceramic Capacitors for General Purpose, 0603, 10uF, X5R, 15%, 20%, 35V"
"R4","Resistor 0R 0402 63 mW","TopLayer","RESC1005X40X25ML05T10","64.5000","3.2500","270","Chip Resistor, 0 Ohm, 0.063 W, -55 to 155 degC, 0402 (1005 Metric)"
"R3","4.7K","BottomLayer","RESC1005X40X25LL05T05","51.7000","29.1000","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R2","4.7K","BottomLayer","RESC1005X40X25LL05T05","28.7500","28.8000","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C47","Capacitor 0.1 uF +/- 5% 16 V 0402","BottomLayer","CAPC1005X56X25LL10T15","63.6270","3.2900","90","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)"
"C46","Capacitor 0.1 uF +/- 5% 16 V 0402","BottomLayer","CAPC1005X56X25LL10T15","62.6270","3.2900","90","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)"
"C45","Capacitor 0.1 uF +/- 5% 16 V 0402","BottomLayer","CAPC1005X56X25LL10T15","60.6270","3.2900","90","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)"
"C44","Capacitor 0.1 uF +/- 5% 16 V 0402","BottomLayer","CAPC1005X56X25LL10T15","59.6270","3.2900","90","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)"
"R1","4.7K","BottomLayer","RESC1005X40X25LL05T05","45.2500","24.2500","90","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"U1","AP64501SP-13","TopLayer","FP-SO-8EP-IPC_A","45.2588","20.6050","180","DCDC CONV HV BUCK SO-8EP"
"CM4","Raspberry Pi Compute Module 4","TopLayer","CM4-DF40HC(3.0)-100DS-0.4v_3mm_1.5mm","82.3115","38.9591","0","Raspberry Pi Compute Module 4 by Amornthep Phunsin"
"P2","PCIex4","TopLayer","PCIE_4LANE_EDGE","55.1514","-0.7430","0","PCIE x4 Edge Connector,OrCAD Symbol,NC"
